"Date (m/d/y)","Julian Date","Start Time","Temp (oC)","Weather","Dx","Last Covered On","Exposure Time","Exposure Time (Hr)","Exposure Time (min)","Low Tide Height","Low Tide Time","Ditance From Shore"," DC of (15 ) quadrats","Relative DC","End Time","Dropping Density ","Relative Dropping density (droppings/m2)","Droppings/min/m2","Relative Droppings Density Per Unit Time (droppings/m2/min)","Proportion Wesa to LESA"
"2007-07-16",196,"13:56:00",24,,,"23:00:00","-09:04:00",14.9333333333333,896,,,150,18,0.135338345864662,"14:02:00",1.2,0.009022556390977,0.001339285714286,0.08389247114684,"Almost all WESA"
"2007-07-16",196,"14:07:00",24,,,"22:00:00","-07:53:00",16.1166666666667,967,,,100,33,0.24812030075188,"14:14:00",2.2,0.016541353383459,0.002275077559462,0.142510202623794,
"2007-07-16",196,"14:16:00",24,,,"22:00:00","-07:44:00",16.2666666666667,976,,,50,10,0.075187969924812,"14:19:00",0.666666666666667,0.005012531328321,0.00068306010929,0.042786688380902,
"2007-07-16",196,"14:20:00",24,,,"22:00:00","-07:40:00",16.3333333333333,980,,,0,3,0.022556390977444,"14:23:00",0.2,0.001503759398496,0.000204081632653,0.012783614650947,
"2007-07-17",196,"12:51:00",18,,,"11:00:00","01:51:00",1.85,111,,,1500,9,0.04390243902439,"12:57:00",0.6,0.002926829268293,0.005405405405405,0.095451116698326,
"2007-07-17",196,"13:01:00",18,,,"11:00:00","02:01:00",2.01666666666667,121,,,1400,29,0.141463414634146,"13:07:00",1.93333333333333,0.009430894308943,0.015977961432507,0.28214613833968,
"2007-07-17",196,"13:10:00",18,,,"10:00:00","03:10:00",3.16666666666667,190,,,1300,37,0.180487804878049,"13:16:00",2.46666666666667,0.012032520325203,0.012982456140351,0.229250138175454,
"2007-07-17",196,"13:19:00",18,,,"10:00:00","03:19:00",3.31666666666667,199,,,1200,18,0.087804878048781,"13:24:00",1.2,0.005853658536585,0.006030150753769,0.106483155311701,
"2007-07-17",196,"13:27:00",18,,,"10:00:00","03:27:00",3.45,207,,,1100,29,0.141463414634146,"13:34:00",1.93333333333333,0.009430894308943,0.009339774557166,0.164926003570538,
"2007-07-17",196,"13:36:00",18,,,"10:00:00","03:36:00",3.6,216,,,1000,0,0,,0,0,0,0,
"2007-07-17",196,"13:39:00",18,,,"10:00:00","03:39:00",3.65,219,,,900,0,0,,0,0,0,0,
"2007-07-17",196,"13:41:00",18,,,"09:00:00","04:41:00",4.68333333333333,281,,,800,0,0,"13:46:00",0,0,0,0,
"2007-07-17",196,"13:48:00",18,,,"09:00:00","04:48:00",4.8,288,,,700,0,0,,0,0,0,0,
"2007-07-17",196,"13:50:00",18,,,"09:00:00","04:50:00",4.83333333333333,290,,,600,0,0,"13:55:00",0,0,0,0,
"2007-07-17",196,"13:57:00",18,,,"09:00:00","04:57:00",4.95,297,,,550,0,0,,0,0,0,0,
"2007-07-17",196,"13:58:00",18,,,"08:00:00","05:58:00",5.96666666666667,358,,,500,0,0,,0,0,0,0,
"2007-07-17",196,"14:00:00",18,,,"08:00:00","06:00:00",6,360,,,450,0,0,,0,0,0,0,
"2007-07-17",196,"14:01:00",18,,,"08:00:00","06:01:00",6.01666666666667,361,,,400,1,0.004878048780488,"14:07:00",0.066666666666667,0.000325203252033,0.000184672206833,0.003261026147588,
"2007-07-17",196,"14:09:00",18,,,"08:00:00","06:09:00",6.15,369,,,350,0,0,"14:13:00",0,0,0,0,
"2007-07-17",196,"14:15:00",18,,,"07:00:00","07:15:00",7.25,435,,,300,10,0.048780487804878,"14:20:00",0.666666666666667,0.003252032520325,0.001532567049808,0.027062768719066,
"2007-07-17",196,"14:21:00",18,,,"23:00:00","-08:39:00",15.35,921,,,250,35,0.170731707317073,"14:26:00",2.33333333333333,0.011382113821138,0.002533478103511,0.044737313110508,
"2007-07-17",196,"14:28:00",20,,,"23:00:00","-08:32:00",15.4666666666667,928,,,200,25,0.121951219512195,"14:32:00",1.66666666666667,0.008130081300813,0.001795977011494,0.031714182092655,
"2007-07-17",196,"14:34:00",20,,,"23:00:00","-08:26:00",15.5666666666667,934,,,150,3,0.014634146341463,"14:37:00",0.2,0.000975609756098,0.000214132762313,0.003781254087621,
"2007-07-17",196,"14:39:00",20,,,"23:00:00","-08:21:00",15.65,939,,,100,6,0.029268292682927,"14:41:00",0.4,0.001951219512195,0.000425985090522,0.007522239228622,
"2007-07-17",196,"14:43:00",20,,,"23:00:00","-08:17:00",15.7166666666667,943,,,50,2,0.009756097560976,"14:46:00",0.133333333333333,0.000650406504065,0.000141392718275,0.002496777177687,
"2007-07-17",196,"14:48:00",20,,,"22:00:00","-07:12:00",16.8,1008,,,0,1,0.004878048780488,"14:49:00",0.066666666666667,0.000325203252033,6.61375661375661E-05,0.001167887340555,
"2007-07-18",196,"14:53:00",18,,,"12:00:00","02:53:00",2.88333333333333,173,,,1500,0,0,"14:56:00",0,0,0,0,
"2007-07-18",196,"14:59:00",18,,,"12:00:00","02:59:00",2.98333333333333,179,,,1400,1,0.023255813953488,"15:03:00",0.066666666666667,0.001550387596899,0.000372439478585,0.09151932847952,
"2007-07-18",196,"15:06:00",18,,,"11:00:00","04:06:00",4.1,246,,,1300,1,0.023255813953488,"15:12:00",0.066666666666667,0.001550387596899,0.000271002710027,0.066593332511521,
"2007-07-18",196,"15:15:00",18,,,"11:00:00","04:15:00",4.25,255,,,1200,1,0.023255813953488,"15:20:00",0.066666666666667,0.001550387596899,0.000261437908497,0.064242979599349,
"2007-07-18",196,"15:24:00",18,,,"11:00:00","04:24:00",4.4,264,,,1100,2,0.046511627906977,"15:29:00",0.133333333333333,0.003100775193798,0.000505050505051,0.124105756044197,
"2007-07-18",196,"15:32:00",18,,,"10:00:00","05:32:00",5.53333333333333,332,,,1000,0,0,"15:36:00",0,0,0,0,
"2007-07-18",196,"15:38:00",18,,,"10:00:00","05:38:00",5.63333333333333,338,,,900,1,0.023255813953488,"15:41:00",0.066666666666667,0.001550387596899,0.000197238658777,0.048467336679982,
"2007-07-18",196,"15:43:00",18,,,"10:00:00","05:43:00",5.71666666666667,343,,,800,0,0,,0,0,0,0,
"2007-07-18",196,"15:46:00",18,,,"10:00:00","05:46:00",5.76666666666667,346,,,700,0,0,,0,0,0,0,
"2007-07-18",196,"15:48:00",18,,,"09:00:00","06:48:00",6.8,408,,,600,0,0,,0,0,0,0,
"2007-07-18",196,"15:50:00",18,,,"09:00:00","06:50:00",6.83333333333333,410,,,550,0,0,,0,0,0,0,
"2007-07-18",196,"15:51:00",18,,,"09:00:00","06:51:00",6.85,411,,,500,0,0,,0,0,0,0,
"2007-07-18",196,"15:53:00",18,,,"00:00:00","15:53:00",15.8833333333333,953,,,450,0,0,,0,0,0,0,
"2007-07-18",196,"15:54:00",18,,,"00:00:00","15:54:00",15.9,954,,,400,0,0,"15:59:00",0,0,0,0,
"2007-07-18",196,"16:01:00",18,,,"00:00:00","16:01:00",16.0166666666667,961,,,350,0,0,"16:04:00",0,0,0,0,
"2007-07-18",196,"16:06:00",18,,,"00:00:00","16:06:00",16.1,966,,,300,11,0.255813953488372,"16:09:00",0.733333333333333,0.017054263565892,0.000759144237405,0.186544055668918,
"2007-07-18",196,"16:11:00",18,,,"00:00:00","16:11:00",16.1833333333333,971,,,250,1,0.023255813953488,"16:14:00",0.066666666666667,0.001550387596899,6.86577411603158E-05,0.016871225332476,
"2007-07-18",196,"16:15:00",18,,,"00:00:00","16:15:00",16.25,975,,,200,8,0.186046511627907,"16:18:00",0.533333333333333,0.012403100775194,0.000547008547009,0.134416080392484,
"2007-07-18",196,"16:20:00",18,,,"23:00:00","-06:40:00",17.3333333333333,1040,,,150,11,0.255813953488372,"16:24:00",0.733333333333333,0.017054263565892,0.000705128205128,0.173270728630937,
"2007-07-18",196,"16:26:00",18,,,"23:00:00","-06:34:00",17.4333333333333,1046,,,100,6,0.13953488372093,"16:29:00",0.4,0.009302325581395,0.00038240917782,0.093969176660616,
"2007-07-18",196,"16:31:00",17,,,"23:00:00","-06:29:00",17.5166666666667,1051,,,50,0,0,"16:35:00",0,0,0,0,
"2007-07-18",196,"16:36:00",17,,,"23:00:00","-06:24:00",17.6,1056,,,0,0,0,"16:40:00",0,0,0,0,
"2007-07-21",202,"15:37:00",21,,,"15:00:00","00:37:00",0.616666666666667,37,,,1000,0,0,,0,0,0,0,
"2007-07-21",202,"15:38:00",21,,,"14:00:00","01:38:00",1.63333333333333,98,,,900,0,0,,0,0,0,0,
"2007-07-21",202,"15:42:00",21,,,"13:00:00","02:42:00",2.7,162,,,800,0,0,"15:46:00",0,0,0,0,
"2007-07-21",202,"15:47:00",21,,,"02:00:00","13:47:00",13.7833333333333,827,,,700,0,0,,0,0,0,0,
"2007-07-21",202,"15:49:00",21,,,"01:00:00","14:49:00",14.8166666666667,889,,,600,0,0,,0,0,0,0,
"2007-07-21",202,"15:50:00",21,,,"01:00:00","14:50:00",14.8333333333333,890,,,550,0,0,,0,0,0,0,
"2007-07-21",202,"15:51:00",21,,,"01:00:00","14:51:00",14.85,891,,,500,0,0,,0,0,0,0,
"2007-07-21",202,"15:53:00",21,,,"01:00:00","14:53:00",14.8833333333333,893,,,450,0,0,,0,0,0,0,
"2007-07-21",202,"15:55:00",21,,,"01:00:00","14:55:00",14.9166666666667,895,,,400,0,0,"15:57:00",0,0,0,0,
"2007-07-21",202,"15:58:00",21,,,"01:00:00","14:58:00",14.9666666666667,898,,,350,0,0,,0,0,0,0,
"2007-07-21",202,"15:59:00",21,,,"00:00:00","15:59:00",15.9833333333333,959,,,300,18,0.185567010309278,"16:07:00",1.2,0.012371134020619,0.001251303441084,0.188425758082719,
"2007-07-21",202,"16:08:00",21,,,"00:00:00","16:08:00",16.1333333333333,968,,,250,30,0.309278350515464,"16:12:00",2,0.020618556701031,0.002066115702479,0.311123109506418,
"2007-07-21",202,"16:14:00",21,,,"00:00:00","16:14:00",16.2333333333333,974,,,200,15,0.154639175257732,"16:18:00",1,0.010309278350516,0.001026694045175,0.15460327002167,
"2007-07-21",202,"16:20:00",21,,,"00:00:00","16:20:00",16.3333333333333,980,,,150,13,0.134020618556701,"16:23:00",0.866666666666667,0.00893470790378,0.000884353741497,0.133169156803699,
"2007-07-21",202,"16:24:00",21,,,"00:00:00","16:24:00",16.4,984,,,100,15,0.154639175257732,"16:29:00",1,0.010309278350516,0.001016260162602,0.15303209857836,
"2007-07-21",202,"16:30:00",20,,,"00:00:00","16:30:00",16.5,990,,,50,4,0.041237113402062,"16:31:00",0.266666666666667,0.002749140893471,0.00026936026936,0.040561235017133,
"2007-07-21",202,"16:32:00",20,,,"23:00:00","-06:28:00",17.5333333333333,1052,,,0,2,0.020618556701031,"16:34:00",0.133333333333333,0.001374570446735,0.000126742712294,0.019085371990001,
"2007-07-23",204,"08:03:00",17,,,"05:00:00","03:03:00",3.05,183,,,1500,0,0,,0,0,0,0,
"2007-07-23",204,"08:05:00",17,,,"04:00:00","04:05:00",4.08333333333333,245,,,1400,0,0,,0,0,0,0,
"2007-07-23",204,"08:06:00",17,,,"04:00:00","04:06:00",4.1,246,,,1300,0,0,,0,0,0,0,
"2007-07-23",204,"08:08:00",17,,,"04:00:00","04:08:00",4.13333333333333,248,,,1200,0,0,,0,0,0,0,
"2007-07-23",204,"08:10:00",17,,,"03:00:00","05:10:00",5.16666666666667,310,,,1100,0,0,,0,0,0,0,
"2007-07-23",204,"08:12:00",17,,,"03:00:00","05:12:00",5.2,312,,,1000,0,0,,0,0,0,0,
"2007-07-23",204,"08:14:00",17,,,"03:00:00","05:14:00",5.23333333333333,314,,,900,0,0,,0,0,0,0,
"2007-07-23",204,"08:17:00",17,,,"03:00:00","05:17:00",5.28333333333333,317,,,800,0,0,,0,0,0,0,
"2007-07-23",204,"08:19:00",17,,,"02:00:00","06:19:00",6.31666666666667,379,,,700,0,0,,0,0,0,0,
"2007-07-23",204,"08:22:00",17,,,"02:00:00","06:22:00",6.36666666666667,382,,,600,1,0.03125,"08:27:00",0.066666666666667,0.002083333333333,0.000174520069808,0.052234345157793,
"2007-07-23",204,"08:29:00",17,,,"02:00:00","06:29:00",6.48333333333333,389,,,550,0,0,"08:32:00",0,0,0,0,
"2007-07-23",204,"08:33:00",17,,,"02:00:00","06:33:00",6.55,393,,,500,0,0,,0,0,0,0,
"2007-07-23",204,"08:35:00",17,,,"01:00:00","07:35:00",7.58333333333333,455,,,450,0,0,,0,0,0,0,
"2007-07-23",204,"08:36:00",17,,,"01:00:00","07:36:00",7.6,456,,,400,0,0,,0,0,0,0,
"2007-07-23",204,"08:38:00",17,,,"01:00:00","07:38:00",7.63333333333333,458,,,350,18,0.5625,"08:44:00",1.2,0.0375,0.002620087336245,0.784199470098225,
"2007-07-23",204,"08:46:00",17,,,"01:00:00","07:46:00",7.76666666666667,466,,,300,1,0.03125,"08:51:00",0.066666666666667,0.002083333333333,0.000143061516452,0.042818712125058,
"2007-07-23",204,"08:52:00",17,,,"00:00:00","08:52:00",8.86666666666667,532,,,250,0,0,"08:56:00",0,0,0,0,
"2007-07-23",204,"08:57:00",17,,,"00:00:00","08:57:00",8.95,537,,,200,0,0,,0,0,0,0,
"2007-07-23",204,"09:01:00",17,,,"00:00:00","09:01:00",9.01666666666667,541,,,150,0,0,,0,0,0,0,
"2007-07-23",204,"09:03:00",17,,"2007-07-22","00:00:00","09:03:00",33.05,1983,,,100,12,0.375,"09:07:00",0.8,0.025,0.000403429147756,0.120747472618923,
"2007-07-23",204,"09:08:00",17,,"2007-07-21","23:00:00","-13:52:00",34.1333333333333,2048,,,50,0,0,"09:10:00",0,0,0,0,
"2007-07-23",204,"09:11:00",17,,"2007-07-21","23:00:00","-13:49:00",34.1833333333333,2051,,,0,0,0,"09:12:00",0,0,0,0,
"2007-07-24",205,"09:13:00",17,,,"05:00:00","04:13:00",4.21666666666667,253,,,1500,0,0,,0,0,0,0,
"2007-07-24",205,"09:15:00",17,,,"05:00:00","04:15:00",4.25,255,,,1400,0,0,,0,0,0,0,
"2007-07-24",205,"09:17:00",17,,,"04:00:00","05:17:00",5.28333333333333,317,,,1300,0,0,,0,0,0,0,
"2007-07-24",205,"09:19:00",17,,,"04:00:00","05:19:00",5.31666666666667,319,,,1200,0,0,,0,0,0,0,
"2007-07-24",205,"09:22:00",17,,,"04:00:00","05:22:00",5.36666666666667,322,,,1100,0,0,,0,0,0,0,
"2007-07-24",205,"09:24:00",17,,,"04:00:00","05:24:00",5.4,324,,,1000,0,0,,0,0,0,0,
"2007-07-24",205,"09:26:00",17,,,"03:00:00","06:26:00",6.43333333333333,386,,,900,0,0,,0,0,0,0,
"2007-07-24",205,"09:29:00",17,,,"03:00:00","06:29:00",6.48333333333333,389,,,800,0,0,,0,0,0,0,
"2007-07-24",205,"09:31:00",17,,,"03:00:00","06:31:00",6.51666666666667,391,,,700,0,0,,0,0,0,0,
"2007-07-24",205,"09:33:00",17,,,"02:00:00","07:33:00",7.55,453,,,600,0,0,,0,0,0,0,
"2007-07-24",205,"09:35:00",17,,,"02:00:00","07:35:00",7.58333333333333,455,,,550,0,0,,0,0,0,0,
"2007-07-24",205,"09:36:00",17,,,"02:00:00","07:36:00",7.6,456,,,500,0,0,,0,0,0,0,
"2007-07-24",205,"09:38:00",17,,,"02:00:00","07:38:00",7.63333333333333,458,,,450,0,0,,0,0,0,0,
"2007-07-24",205,"09:43:00",17,,,"02:00:00","07:43:00",7.71666666666667,463,,,400,0,0,,0,0,0,0,
"2007-07-24",205,"09:45:00",17,,,"01:00:00","08:45:00",8.75,525,,,350,0,0,"09:54:00",0,0,0,0,
"2007-07-24",205,"09:53:00",17,,,"01:00:00","08:53:00",8.88333333333333,533,,,300,1,0.058823529411765,"09:57:00",0.066666666666667,0.003921568627451,0.000125078173859,0.068358840961818,
"2007-07-24",205,"09:59:00",17,,,"01:00:00","08:59:00",8.98333333333333,539,,,250,5,0.294117647058823,"10:03:00",0.333333333333333,0.019607843137255,0.000618429189858,0.337989445571881,
"2007-07-24",205,"10:05:00",17,,,"01:00:00","09:05:00",9.08333333333333,545,,,200,5,0.294117647058823,"10:08:00",0.333333333333333,0.019607843137255,0.000611620795107,0.334268460849989,
"2007-07-24",205,"10:10:00",17,,,"00:00:00","10:10:00",10.1666666666667,610,,,150,4,0.235294117647059,"10:14:00",0.266666666666667,0.015686274509804,0.000437158469945,0.238919752345238,
"2007-07-24",205,"10:16:00",17,,"2007-07-22","00:00:00","10:16:00",58.2666666666667,3496,,,100,0,0,"10:19:00",0,0,0,0,
"2007-07-24",205,"10:21:00",17,,"2007-07-21","23:00:00","-12:39:00",59.35,3561,,,50,2,0.117647058823529,"10:23:00",0.133333333333333,0.007843137254902,3.74426659178133E-05,0.020463500271075,
"2007-07-26",207,"12:10:00",,,,"06:00:00","06:10:00",6.16666666666667,370,,,1500,0,0,,0,0,0,0,
"2007-07-26",207,"12:12:00",,,,"06:00:00","06:12:00",6.2,372,,,1400,0,0,,0,0,0,0,
"2007-07-26",207,"12:14:00",,,,"06:00:00","06:14:00",6.23333333333333,374,,,1300,0,0,,0,0,0,0,
"2007-07-26",207,"12:16:00",,,,"05:00:00","07:16:00",7.26666666666667,436,,,1200,0,0,,0,0,0,0,
"2007-07-26",207,"12:17:00",,,,"05:00:00","07:17:00",7.28333333333333,437,,,1100,0,0,,0,0,0,0,
"2007-07-26",207,"12:19:00",,,,"05:00:00","07:19:00",7.31666666666667,439,,,1000,0,0,,0,0,0,0,
"2007-07-26",207,"12:21:00",,,,"05:00:00","07:21:00",7.35,441,,,900,0,0,,0,0,0,0,
"2007-07-26",207,"12:23:00",,,,"04:00:00","08:23:00",8.38333333333333,503,,,800,0,0,,0,0,0,0,
"2007-07-26",207,"12:24:00",,,,"04:00:00","08:24:00",8.4,504,,,700,0,0,,0,0,0,0,
"2007-07-26",207,"12:26:00",,,,"04:00:00","08:26:00",8.43333333333333,506,,,600,0,0,,0,0,0,0,
"2007-07-26",207,"12:27:00",,,,"04:00:00","08:27:00",8.45,507,,,550,0,0,,0,0,0,0,
"2007-07-26",207,"12:28:00",,,,"03:00:00","09:28:00",9.46666666666667,568,,,500,0,0,,0,0,0,0,
"2007-07-26",207,"12:29:00",,,,"03:00:00","09:29:00",9.48333333333333,569,,,450,0,0,,0,0,0,0,
"2007-07-26",207,"12:32:00",,,,"03:00:00","09:32:00",9.53333333333333,572,,,400,0,0,,0,0,0,0,
"2007-07-26",207,"12:34:00",,,,"03:00:00","09:34:00",9.56666666666667,574,,,350,0,0,,0,0,0,0,
"2007-07-26",207,"12:35:00",,,,"02:00:00","10:35:00",10.5833333333333,635,,,300,10,0.12987012987013,"12:42:00",0.666666666666667,0.008658008658009,0.001049868766404,0.157875558458344,
"2007-07-26",207,"12:43:00",,,,"01:00:00","11:43:00",11.7166666666667,703,,,250,41,0.532467532467532,"12:48:00",2.73333333333333,0.035497835497836,0.003888098624941,0.584678544020338,
"2007-07-26",207,"12:49:00",,,,"01:00:00","11:49:00",11.8166666666667,709,,,200,13,0.168831168831169,"12:53:00",0.866666666666667,0.011255411255411,0.001222378937471,0.183817028924348,
"2007-07-26",207,"12:54:00",,,,"18:00:00","-05:06:00",18.9,1134,,,150,7,0.090909090909091,"12:57:00",0.466666666666667,0.006060606060606,0.000411522633745,0.061883320753733,
"2007-07-26",207,"12:59:00",,,"2007-07-22","00:00:00","12:59:00",84.9833333333333,5099,,,100,4,0.051948051948052,"13:04:00",0.266666666666667,0.003463203463203,5.22978361770282E-05,0.007864363963212,
"2007-07-26",207,"13:06:00",,,"2007-07-21","23:00:00","-09:54:00",86.1,5166,,,50,2,0.025974025974026,"13:08:00",0.133333333333333,0.001731601731602,2.58097819073429E-05,0.003881183880025,"12/20 non WESA"
"2007-07-27",208,"13:12:00",,,,"07:00:00","06:12:00",6.2,372,,,1500,0,0,,0,0,0,0,
"2007-07-27",208,"13:13:00",,,,"07:00:00","06:13:00",6.21666666666667,373,,,1400,0,0,,0,0,0,0,
"2007-07-27",208,"13:15:00",,,,"06:00:00","07:15:00",7.25,435,,,1300,0,0,,0,0,0,0,
"2007-07-27",208,"13:17:00",,,,"06:00:00","07:17:00",7.28333333333333,437,,,1200,0,0,,0,0,0,0,
"2007-07-27",208,"13:19:00",,,,"06:00:00","07:19:00",7.31666666666667,439,,,1100,0,0,,0,0,0,0,
"2007-07-27",208,"13:21:00",,,,"06:00:00","07:21:00",7.35,441,,,1000,0,0,,0,0,0,0,
"2007-07-27",208,"13:22:00",,,,"05:00:00","08:22:00",8.36666666666667,502,,,900,0,0,,0,0,0,0,
"2007-07-27",208,"13:24:00",,,,"05:00:00","08:24:00",8.4,504,,,800,0,0,,0,0,0,0,
"2007-07-27",208,"13:26:00",,,,"05:00:00","08:26:00",8.43333333333333,506,,,700,0,0,,0,0,0,0,
"2007-07-27",208,"13:28:00",,,,"04:00:00","09:28:00",9.46666666666667,568,,,600,0,0,,0,0,0,0,
"2007-07-27",208,"13:29:00",,,,"04:00:00","09:29:00",9.48333333333333,569,,,550,0,0,,0,0,0,0,
"2007-07-27",208,"13:30:00",,,,"04:00:00","09:30:00",9.5,570,,,500,0,0,,0,0,0,0,
"2007-07-27",208,"13:31:00",,,,"04:00:00","09:31:00",9.51666666666667,571,,,450,0,0,,0,0,0,0,
"2007-07-27",208,"13:32:00",,,,"04:00:00","09:32:00",9.53333333333333,572,,,400,0,0,,0,0,0,0,
"2007-07-27",208,"13:33:00",,,,"04:00:00","09:33:00",9.55,573,,,350,0,0,,0,0,0,0,
"2007-07-27",208,"13:35:00",,,,"03:00:00","10:35:00",10.5833333333333,635,,,300,13,0.270833333333333,"13:41:00",0.866666666666667,0.018055555555556,0.001364829396325,0.313579521130851,
"2007-07-27",208,"13:42:00",,,,"03:00:00","10:42:00",10.7,642,,,250,15,0.3125,"13:46:00",1,0.020833333333333,0.001557632398754,0.357877418975719,
"2007-07-27",208,"13:47:00",,,,"03:00:00","10:47:00",10.7833333333333,647,,,200,6,0.125,"13:51:00",0.4,0.008333333333333,0.000618238021638,0.142044700452805,
"2007-07-27",208,"13:52:00",,,,"20:00:00","-06:08:00",17.8666666666667,1072,,,150,2,0.041666666666667,"13:55:00",0.133333333333333,0.002777777777778,0.000124378109453,0.028576778977912,
"2007-07-27",208,"13:56:00",,,,"19:00:00","-05:04:00",18.9333333333333,1136,,,100,2,0.041666666666667,"13:58:00",0.133333333333333,0.002777777777778,0.000117370892019,0.026966819598875,
"2007-07-27",208,"13:59:00",,,,"19:00:00","-05:01:00",18.9833333333333,1139,,,50,5,0.104166666666667,"14:01:00",0.333333333333333,0.006944444444444,0.000292654375183,0.067239479948028,
"2007-07-27",208,"14:02:00",,,,"18:00:00","-03:58:00",20.0333333333333,1202,,,0,5,0.104166666666667,"14:04:00",0.333333333333333,0.006944444444444,0.000277315585136,0.06371528091581,
"2007-07-28",209,"14:14:00",,,,"07:00:00","07:14:00",7.23333333333333,434,,,1500,0,0,,0,0,0,0,
"2007-07-28",209,"14:16:00",,,,"07:00:00","07:16:00",7.26666666666667,436,,,1400,0,0,,0,0,0,0,
"2007-07-28",209,"14:18:00",,,,"07:00:00","07:18:00",7.3,438,,,1300,0,0,,0,0,0,0,
"2007-07-28",209,"14:20:00",,,,"07:00:00","07:20:00",7.33333333333333,440,,,1200,0,0,,0,0,0,0,
"2007-07-28",209,"14:21:00",,,,"07:00:00","07:21:00",7.35,441,,,1100,0,0,,0,0,0,0,
"2007-07-28",209,"14:23:00",,,,"06:00:00","08:23:00",8.38333333333333,503,,,1000,0,0,,0,0,0,0,
"2007-07-28",209,"14:25:00",,,,"06:00:00","08:25:00",8.41666666666667,505,,,900,0,0,,0,0,0,0,
"2007-07-28",209,"14:26:00",,,,"06:00:00","08:26:00",8.43333333333333,506,,,800,0,0,,0,0,0,0,
"2007-07-28",209,"14:28:00",,,,"06:00:00","08:28:00",8.46666666666667,508,,,700,0,0,,0,0,0,0,
"2007-07-28",209,"14:30:00",,,,"05:00:00","09:30:00",9.5,570,,,600,0,0,,0,0,0,0,
"2007-07-28",209,"14:31:00",,,,"05:00:00","09:31:00",9.51666666666667,571,,,550,0,0,,0,0,0,0,
"2007-07-28",209,"14:32:00",,,,"05:00:00","09:32:00",9.53333333333333,572,,,500,0,0,,0,0,0,0,
"2007-07-28",209,"14:34:00",,,,"05:00:00","09:34:00",9.56666666666667,574,,,450,0,0,,0,0,0,0,
"2007-07-28",209,"14:36:00",,,,"05:00:00","09:36:00",9.6,576,,,400,0,0,,0,0,0,0,
"2007-07-28",209,"14:38:00",,,,"05:00:00","09:38:00",9.63333333333333,578,,,350,0,0,,0,0,0,0,
"2007-07-28",209,"14:39:00",,,,"04:00:00","10:39:00",10.65,639,,,300,5,0.178571428571429,"14:44:00",0.333333333333333,0.011904761904762,0.000521648408972,0.195458561734021,
"2007-07-28",209,"14:45:00",,,,"04:00:00","10:45:00",10.75,645,,,250,11,0.392857142857143,"14:49:00",0.733333333333333,0.026190476190476,0.001136950904393,0.42600875362122,
"2007-07-28",209,"14:50:00",,,,"04:00:00","10:50:00",10.8333333333333,650,,,200,7,0.25,"14:54:00",0.466666666666667,0.016666666666667,0.000717948717949,0.269011122041931,
"2007-07-28",209,"14:55:00",,,,"20:00:00","-05:05:00",18.9166666666667,1135,,,150,0,0,"14:57:00",0,0,0,0,
"2007-07-28",209,"14:58:00",,,,"20:00:00","-05:02:00",18.9666666666667,1138,,,100,2,0.071428571428571,"15:01:00",0.133333333333333,0.004761904761905,0.000117164616286,0.043900886097729,
"2007-07-28",209,"15:02:00",,,,"20:00:00","-04:58:00",19.0333333333333,1142,,,50,3,0.107142857142857,"15:06:00",0.2,0.007142857142857,0.000175131348511,0.0656206765051,
"2007-07-28",209,"15:07:00",,,,"19:00:00","-03:53:00",20.1166666666667,1207,,,0,0,0,"15:09:00",0,0,0,0,
"2007-07-29",210,"14:40:00",,,,"08:00:00","06:40:00",6.66666666666667,400,,,1500,0,0,,0,0,0,0,
"2007-07-29",210,"14:42:00",,,,"08:00:00","06:42:00",6.7,402,,,1400,0,0,,0,0,0,0,
"2007-07-29",210,"14:43:00",,,,"08:00:00","06:43:00",6.71666666666667,403,,,1300,0,0,,0,0,0,0,
"2007-07-29",210,"14:45:00",,,,"08:00:00","06:45:00",6.75,405,,,1200,0,0,,0,0,0,0,
"2007-07-29",210,"14:47:00",,,,"07:00:00","07:47:00",7.78333333333333,467,,,1100,1,0.022727272727273,"14:52:00",0.066666666666667,0.001515151515152,0.000142755174875,0.030983866711156,
"2007-07-29",210,"14:54:00",,,,"07:00:00","07:54:00",7.9,474,,,1000,0,0,,0,0,0,0,
"2007-07-29",210,"14:57:00",,,,"07:00:00","07:57:00",7.95,477,,,900,0,0,,0,0,0,0,
"2007-07-29",210,"14:59:00",,,,"07:00:00","07:59:00",7.98333333333333,479,,,800,0,0,,0,0,0,0,
"2007-07-29",210,"15:00:00",,,,"07:00:00","08:00:00",8,480,,,700,0,0,,0,0,0,0,
"2007-07-29",210,"15:02:00",,,,"06:00:00","09:02:00",9.03333333333333,542,,,600,0,0,,0,0,0,0,
"2007-07-29",210,"15:03:00",,,,"06:00:00","09:03:00",9.05,543,,,550,0,0,,0,0,0,0,
"2007-07-29",210,"15:04:00",,,,"06:00:00","09:04:00",9.06666666666667,544,,,500,0,0,,0,0,0,0,
"2007-07-29",210,"15:05:00",,,,"06:00:00","09:05:00",9.08333333333333,545,,,450,0,0,,0,0,0,0,
"2007-07-29",210,"15:06:00",,,,"06:00:00","09:06:00",9.1,546,,,400,0,0,,0,0,0,0,
"2007-07-29",210,"15:07:00",,,,"06:00:00","09:07:00",9.11666666666667,547,,,350,0,0,,0,0,0,0,
